,Index,pressure,density,temperature,soundspeed,Mach,Z,g,A,x
0,0,0.992064128256513,0.9862692948292285,0.9994140394528618,1.1054412935137201,0.1656709794376709,0.6047223649535383,0.4642512609551429,4.2854733452380955,0.000579865773
1,1,0.992064128256513,0.9862692948292285,0.9994140394528618,1.1054412935137201,0.1656709794376709,0.6047223649535383,0.4642512609551429,4.284739642857143,0.00115973155
2,2,0.992064128256513,0.9862692948292285,0.9994140394528618,1.1054412935137201,0.1656709794376709,0.6047223649535383,0.4642512609551429,4.283497642857143,0.00173959732
3,3,0.992064128256513,0.9862692948292285,0.9994140394528618,1.1054412935137201,0.1656709794376709,0.6047223649535383,0.4642512609551429,4.281731833333334,0.00231946309
4,4,0.992064128256513,0.9862692948292285,0.9994140394528618,1.1054412935137201,0.1656709794376709,0.6047223649535383,0.4642512609551429,4.279426678571429,0.00289932886
5,5,0.992064128256513,0.9862692948292285,0.9994140394528618,1.1054412935137201,0.1656709794376709,0.6047223649535383,0.4642512609551429,4.276566833333334,0.00347919464
6,6,0.992064128256513,0.9862692948292285,0.9994140394528618,1.1054412935137201,0.1656709794376709,0.6047223649535383,0.4642512609551429,4.273137976190476,0.00405906041
7,7,0.992064128256513,0.9862692948292285,0.9994140394528618,1.1054412935137201,0.1656709794376709,0.6047223649535383,0.4642512609551429,4.269126190476191,0.00463892618
8,8,0.992064128256513,0.9862692948292285,0.9994140394528618,1.1054412935137201,0.1656709794376709,0.6047223649535383,0.4642512609551429,4.26451755952381,0.00521879195
9,9,0.992064128256513,0.9862692948292285,0.9994140394528618,1.1054412935137201,0.1656709794376709,0.6047223649535383,0.4642512609551429,4.259298154761905,0.00579865773
10,10,0.992064128256513,0.9862692948292285,0.9994140394528618,1.1054412935137201,0.1656709794376709,0.6047223649535383,0.4642512609551429,4.2534542023809525,0.0063785235
11,11,0.992064128256513,0.9862692948292285,0.9994140394528618,1.1054412935137201,0.1656709794376709,0.6047223649535383,0.4642512609551429,4.246973178571429,0.00695838927
12,12,0.992064128256513,0.9862692948292285,0.9994140394528618,1.1054412935137201,0.1656709794376709,0.6047223649535383,0.4642512609551429,4.239843321428571,0.00753825504
13,13,0.992064128256513,0.9862692948292285,0.9994140394528618,1.1054412935137201,0.1656709794376709,0.6047223649535383,0.4642512609551429,4.23205280952381,0.00811812082
14,14,0.992064128256513,0.9862692948292285,0.9994140394528618,1.1054412935137201,0.1656709794376709,0.6047223649535383,0.4642512609551429,4.223589880952381,0.00869798659
15,15,0.992064128256513,0.9862692948292285,0.9994140394528618,1.1054412935137201,0.1656709794376709,0.6047223649535383,0.4642512609551429,4.214442833333333,0.00927785236
16,16,0.992064128256513,0.9862692948292285,0.9994140394528618,1.1054412935137201,0.1656709794376709,0.6047223649535383,0.4642512609551429,4.2046013095238095,0.00985771813
17,17,0.992064128256513,0.9862692948292285,0.9994140394528618,1.1054412935137201,0.1656709794376709,0.6047223649535383,0.4642512609551429,4.1940560357142855,0.0104375839
18,18,0.992064128256513,0.9862692948292285,0.9994140394528618,1.1054412935137201,0.1656709794376709,0.6047223649535383,0.4642512609551429,4.18279780952381,0.0110174497
19,19,0.992064128256513,0.9862692948292285,0.9994140394528618,1.1054412935137201,0.1656709794376709,0.6047223649535383,0.4642512609551429,4.17081736904762,0.0115973155
20,20,0.992064128256513,0.9862692948292285,0.9994140394528618,1.1054412935137201,0.1656709794376709,0.6047223649535383,0.4642512609551429,4.158105523809525,0.0121771812
21,21,0.992064128256513,0.9862692948292285,0.9994140394528618,1.1054412935137201,0.1656709794376709,0.6047223649535383,0.4642512609551429,4.144654452380953,0.012757047
22,22,0.992064128256513,0.9862692948292285,0.9994140394528618,1.1054412935137201,0.1656709794376709,0.6047223649535383,0.4642512609551429,4.130457869047619,0.0133369128
